ala ala 0.500226
ala arg 0.367690
ala asn 0.402108
ala asp 0.302000
ala gln 0.368060
ala glu 0.302000
ala gly 0.477797
ala lys 0.302000
ala pro 0.401334
ala ser 0.346437
ala thr 0.509129
arg arg 0.347465
arg asp 0.840091
arg gln 0.302000
arg glu 0.846039
arg lys 0.340531
asn arg 0.302000
asn asn 0.551737
asn asp 0.366321
asn gln 0.410180
asn glu 0.369270
asn lys 0.302000
asn ser 0.539895
asn thr 0.432887
asp asp 0.575536
asp glu 0.324125
asp lys 0.601770
cys ala 0.486543
cys arg 0.302000
cys asn 0.433493
cys asp 0.302000
cys cys 0.575790
cys gln 0.394459
cys glu 0.302000
cys gly 0.533423
cys his 0.485027
cys ile 0.526157
cys leu 0.567278
cys lys 0.330828
cys met 0.535409
cys phe 0.564211
cys pro 0.578219
cys ser 0.503091
cys thr 0.531510
cys trp 0.517603
cys tyr 0.520325
cys val 0.576351
gln asp 0.322642
gln gln 0.322790
gln glu 0.302310
gln lys 0.302000
glu glu 0.580725
gly arg 0.347750
gly asn 0.465833
gly asp 0.302000
gly gln 0.411795
gly glu 0.302000
gly gly 0.544906
gly lys 0.302000
gly pro 0.530491
gly ser 0.444028
gly thr 0.566048
his ala 0.407844
his arg 0.302000
his asn 0.403554
his asp 0.312561
his gln 0.435247
his glu 0.387319
his gly 0.524208
his his 0.537963
his lys 0.302000
his pro 0.483993
his ser 0.399202
his thr 0.452351
his tyr 0.592992
ile ala 0.453112
ile arg 0.302000
ile asn 0.390760
ile asp 0.302000
ile gln 0.302000
ile glu 0.302000
ile gly 0.391942
ile his 0.438074
ile ile 0.602709
ile lys 0.302000
ile met 0.545244
ile pro 0.518998
ile ser 0.376262
ile thr 0.502591
ile tyr 0.572922
leu ala 0.628969
leu arg 0.302000
leu asn 0.387007
leu asp 0.302000
leu gln 0.413021
leu glu 0.302000
leu gly 0.576746
leu his 0.536427
leu ile 0.715067
leu leu 0.806047
leu lys 0.302000
leu met 0.643359
leu pro 0.628235
leu ser 0.404997
leu thr 0.547699
leu trp 0.640547
leu tyr 0.673033
leu val 0.789570
lys glu 0.644416
lys lys 0.425334
met ala 0.488902
met arg 0.302000
met asn 0.433617
met asp 0.302000
met gln 0.393433
met glu 0.302000
met gly 0.518912
met his 0.451090
met lys 0.328433
met met 0.302000
met pro 0.546439
met ser 0.409291
met thr 0.467937
met tyr 0.548121
phe ala 0.534416
phe arg 0.302000
phe asn 0.395505
phe asp 0.302000
phe gln 0.439314
phe glu 0.302000
phe gly 0.450068
phe his 0.544974
phe ile 0.302000
phe leu 0.716291
phe lys 0.302000
phe met 0.587923
phe phe 0.623293
phe pro 0.599583
phe ser 0.408680
phe thr 0.474447
phe trp 0.615751
phe tyr 0.585983
phe val 0.664562
pro arg 0.302000
pro asn 0.421225
pro asp 0.302000
pro gln 0.412405
pro glu 0.302000
pro lys 0.333089
pro pro 0.522804
pro ser 0.449092
pro thr 0.508573
ser arg 0.395373
ser asp 0.421009
ser gln 0.413928
ser glu 0.444629
ser lys 0.388596
ser ser 0.375371
thr arg 0.307953
thr asp 0.379378
thr gln 0.435860
thr glu 0.313918
thr lys 0.311006
thr ser 0.436128
thr thr 0.496193
trp ala 0.558456
trp arg 0.302000
trp asn 0.452128
trp asp 0.302000
trp gln 0.484784
trp glu 0.302000
trp gly 0.437620
trp his 0.462120
trp ile 0.595641
trp lys 0.302000
trp met 0.559316
trp pro 0.461998
trp ser 0.416210
trp thr 0.487821
trp trp 0.674946
trp tyr 0.552014
trp val 0.605067
tyr ala 0.473426
tyr arg 0.302000
tyr asn 0.381056
tyr asp 0.302000
tyr gln 0.463426
tyr glu 0.302000
tyr gly 0.465719
tyr lys 0.302000
tyr pro 0.580523
tyr ser 0.382186
tyr thr 0.496119
tyr tyr 0.552220
val ala 0.616128
val arg 0.304865
val asn 0.302000
val asp 0.302000
val gln 0.406994
val glu 0.302000
val gly 0.553745
val his 0.567973
val ile 0.706796
val lys 0.302000
val met 0.661734
val pro 0.609600
val ser 0.337735
val thr 0.582996
val tyr 0.604421
val val 0.763621
