ala ala 0.438444
ala arg 0.302000
ala asn 0.302000
ala asp 0.302000
ala gln 0.340888
ala glu 0.302000
ala gly 0.494076
ala lys 0.302000
ala pro 0.333849
ala ser 0.302000
ala thr 0.432249
arg arg 0.349316
arg asp 0.800782
arg gln 0.334140
arg glu 0.744863
arg lys 0.383227
asn arg 0.343866
asn asn 0.481388
asn asp 0.302000
asn gln 0.346880
asn glu 0.302000
asn lys 0.302000
asn ser 0.413164
asn thr 0.372741
asp asp 0.487643
asp glu 0.362741
asp lys 0.615312
cys ala 0.469180
cys arg 0.302000
cys asn 0.353788
cys asp 0.302000
cys cys 0.458214
cys gln 0.413257
cys glu 0.302000
cys gly 0.462806
cys his 0.336354
cys ile 0.436771
cys leu 0.493212
cys lys 0.330910
cys met 0.425109
cys phe 0.446960
cys pro 0.434175
cys ser 0.434378
cys thr 0.440496
cys trp 0.505233
cys tyr 0.453256
cys val 0.524388
gln asp 0.302000
gln gln 0.368250
gln glu 0.302000
gln lys 0.302000
glu glu 0.302000
gly arg 0.302000
gly asn 0.421456
gly asp 0.302000
gly gln 0.361593
gly glu 0.302000
gly gly 0.517024
gly lys 0.302000
gly pro 0.417128
gly ser 0.430771
gly thr 0.477107
his ala 0.418188
his arg 0.302000
his asn 0.377642
his asp 0.302000
his gln 0.311242
his glu 0.302000
his gly 0.543647
his his 0.469885
his lys 0.302000
his pro 0.380411
his ser 0.315583
his thr 0.402412
his tyr 0.482913
ile ala 0.449829
ile arg 0.304051
ile asn 0.327132
ile asp 0.302000
ile gln 0.337572
ile glu 0.302000
ile gly 0.432395
ile his 0.369077
ile ile 0.518335
ile lys 0.302000
ile met 0.461712
ile pro 0.459145
ile ser 0.302000
ile thr 0.468930
ile tyr 0.483898
leu ala 0.587649
leu arg 0.302000
leu asn 0.324701
leu asp 0.302000
leu gln 0.382751
leu glu 0.302000
leu gly 0.540644
leu his 0.479088
leu ile 0.622766
leu leu 0.709186
leu lys 0.302000
leu met 0.576365
leu pro 0.494134
leu ser 0.418922
leu thr 0.497209
leu trp 0.554881
leu tyr 0.501260
leu val 0.745066
lys glu 0.606864
lys lys 0.302000
met ala 0.389498
met arg 0.302000
met asn 0.325195
met asp 0.302000
met gln 0.366681
met glu 0.302000
met gly 0.443979
met his 0.372262
met lys 0.302000
met met 0.435363
met pro 0.450768
met ser 0.327332
met thr 0.408787
met tyr 0.415738
phe ala 0.512361
phe arg 0.302000
phe asn 0.302000
phe asp 0.302000
phe gln 0.343343
phe glu 0.302000
phe gly 0.421403
phe his 0.465722
phe ile 0.504120
phe leu 0.646437
phe lys 0.302000
phe met 0.504344
phe phe 0.542192
phe pro 0.518100
phe ser 0.393987
phe thr 0.428460
phe trp 0.605046
phe tyr 0.495519
phe val 0.608337
pro arg 0.317753
pro asn 0.351940
pro asp 0.302000
pro gln 0.302000
pro glu 0.302000
pro lys 0.356436
pro pro 0.425686
pro ser 0.388001
pro thr 0.412578
ser arg 0.302000
ser asp 0.324332
ser gln 0.332296
ser glu 0.302326
ser lys 0.316318
ser ser 0.327154
thr arg 0.328345
thr asp 0.302000
thr gln 0.409418
thr glu 0.305291
thr lys 0.302000
thr ser 0.369489
thr thr 0.425779
trp ala 0.456987
trp arg 0.302000
trp asn 0.358118
trp asp 0.302000
trp gln 0.386451
trp glu 0.302000
trp gly 0.400121
trp his 0.525440
trp ile 0.527103
trp lys 0.302000
trp met 0.515609
trp pro 0.503005
trp ser 0.340658
trp thr 0.399042
trp trp 0.572195
trp tyr 0.536431
trp val 0.586562
tyr ala 0.401049
tyr arg 0.302000
tyr asn 0.302000
tyr asp 0.302000
tyr gln 0.302000
tyr glu 0.302000
tyr gly 0.425986
tyr lys 0.302000
tyr pro 0.435084
tyr ser 0.352272
tyr thr 0.416534
tyr tyr 0.514792
val ala 0.577938
val arg 0.302000
val asn 0.442975
val asp 0.302000
val gln 0.373648
val glu 0.302000
val gly 0.555546
val his 0.492432
val ile 0.642022
val lys 0.302000
val met 0.577143
val pro 0.537395
val ser 0.418256
val thr 0.560386
val tyr 0.562837
val val 0.708483
